Coleção;Identificação;Grupo;Série;Subsérie;Espécie/Tipologia;Descrição;Título;Título atribuído;Data;Data / Periodo;;Autoria;Idioma;Quantidade;Local de produção;Veículo de publicação;Local de publicação;Tipo de publicação;Gênero ;Forma;Formato;Escritura;Suporte;Dimensão;Estado de Conservação;Observações;Documentos relacionados;Número da caixa;;Nome da caixa;Número da pasta;Nome da pasta;NUMERO SERIE
1;BRFM_AM_04_777;1;6;;96;"Exposição ""A Trama do gosto - um outro olhar sobre o cotidiano"" no pavilhão da Bienal de São Paulo, no Parque do Ibirapuera, destacando a homenagem feita a Carmem Miranda.";A Vanguarda se Repete na Trama, o 'Kitsch' de Carmem vira Modelo;NULL;1987-02-11;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;777
1;BRFM_AM_04_778;1;6;;6;Relação entre a Arte e Negócios.;"A História do Quadro ""Abaporu' Pelas Oscilações da Bolsa";NULL;1987-02-18;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 33,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;778
1;BRFM_AM_04_779;1;6;;96;Exposição-homenagem do artista plástico Ivan Serpa realizada na Galeria Klee.;Exposição-homenagem de Ivan Serpa. Para ver a aprender;NULL;1987-03-19;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,50 x 31,50 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;779
1;BRFM_AM_04_780;1;6;;96;Artista plástica Marina Nazareth e sua exposição na Galeria Bonino.;Nuvem de Marina;NULL;1987-03-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,50 x 31,50 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;780
1;BRFM_AM_04_781;1;6;;96;Artista plástico Décio Vieira e sua exposição na Galeria Thomas Cohn.;Décio, o reinado da tela;NULL;1987-03-22;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,50 x 31,50 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;781
1;BRFM_AM_04_782;1;6;;96;Artista plástica Cristina Canale e sua exposição no Centro Empresarial Rio [de janeiro].;Cristina lutadora;NULL;1987-03-26;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;28,00 x 28,00 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;782
1;BRFM_AM_04_783;1;6;;96;Exposição do artista plástico Evandro Salles e sua exposição na Petite Galerie.;Na Petite Galerie, a inconfundível riqueza criativa de Evandro Salles;NULL;1987-04-06;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,50 x 31,50 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;783
1;BRFM_AM_04_784;1;6;;96;Artista plástico Amador Perez e sua exposição no Espaço Esdi.;Amador Perez, viva o branco do papel;NULL;1987-04-08;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;24,00 x 31,50 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;784
1;BRFM_AM_04_785;1;6;;96;Situação renovada da escultura brasileira.;Escultura renovada;NULL;1987-04-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,50 x 34,50 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;785
1;BRFM_AM_04_786;1;6;;96;Artista plástico André Costa.;Em construção;NULL;1987-04-22;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,50 x 31,50 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;786
1;BRFM_AM_04_787;1;6;;96;Artista plástico Luiz Alphonsus e sua exposição na Petite Galerie.;O Rio nítido e veloz;NULL;1987-05-05;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;28,00 x 31,50 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;787
1;BRFM_AM_04_788;1;6;;96;"Mostra ""Território Ocupado"" realizada pela Escola de Artes Visuais.";"Parque Lage, ""Terriório ocupado""";NULL;1987-01-02;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,50 x 31,50 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;788
1;BRFM_AM_04_789;1;6;;96;Exposições a serem iniciadas.;Exposições que faltaram no último domingo de 86;NULL;1987-01-05;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;28,00 x 31,50 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;789
1;BRFM_AM_04_790;1;6;;96;Cinquentenário do Museu Nacional de Belas Artes e da Secretaria do Patrimônio Histórico e Artístico Nacional.;Sphan e MNBA, 50 anos, anteriores ao Estado Novo;NULL;1987-01-14;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,50 x 31,50 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;790
1;BRFM_AM_04_791;1;6;;96;Falecimento do crítico de arte Flávio de Aquino.;Crítica perde Flávio de Aquino;NULL;1987-01-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;25,00 x 31,50 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;791
1;BRFM_AM_04_792;1;6;;96;Perícia realizada em obras do acervo do Museu de Arte de São Paulo Assis Chateaubriand - MASP, com o fim de comprovar autenticidade.;MASP deve mandar periciar seu acervo;NULL;1987-01-21;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;24,00 x 31,50 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;792
1;BRFM_AM_04_793;1;6;;96;Venda de uma das melhores coleções de Arte Brasileira.;Grande Esquema na Venda de Uma Coleção de Arte;NULL;1987-02-02;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;793
1;BRFM_AM_04_794;1;6;;96;Roteiro artístico.;No lugar da transvaguarda, o 'progetto dolce';NULL;1987-02-15;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;794
1;BRFM_AM_04_795;1;6;;96;"Crítica sobre a mostra ""A Questão da Cor"" da Galeria ArteVinte.";Na Arte Vinte, a questão da cor fica distante;NULL;1987-02-16;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;795
1;BRFM_AM_04_796;1;6;;96;Beleza e charme da paisagem do Rio de Janeiro.;No Banerj, a bela paisagem carioca;NULL;1987-03-06;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;796
1;BRFM_AM_04_797;1;6;;96;Roteiro artístico.;Futebol e Constituinte, temas de pintura;NULL;1987-03-09;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;797
1;BRFM_AM_04_798;1;6;;96;Exposição de Douglas Marques de Sá na Galeria Ana Maria Niemeyer.;Pintura expressionista de Douglas;NULL;1987-03-13;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;798
1;BRFM_AM_04_799;1;6;;96;Banco Central abre Espaço de Arte no Rio de Janeiro com coletiva de gravadores do Atelier 78.;BC inaugura galeria com 13 gravadores;NULL;1987-03-16;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;799
1;BRFM_AM_04_800;1;6;;96;Roteiro artístico.;Weimar, talento e ironia;NULL;1987-03-29;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;800
1;BRFM_AM_04_801;1;6;;96;Roteiro artístico.;A música como tema e abstração;NULL;1987-03-30;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;801
1;BRFM_AM_04_802;1;6;;96;Roteiro artístico.;Paixões do rock à bola no Rio;NULL;1987-04-03;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;802
1;BRFM_AM_04_803;1;6;;96;"Lançamento do livro ""Stockinger"" no Museu Nacional de Belas Artes.";Stockinger em livro e peças;NULL;1987-04-13;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;803
1;BRFM_AM_04_804;1;6;;96;Roteiro artístico.;Nas galerias e museus, a pintura vai imperar em 87;NULL;1986-12-28;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;804
1;BRFM_AM_04_805;1;6;;96;Roteiro artístico.;Geração 80 abre o ano com destaque na mostra do Ibeu;NULL;1987-01-04;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;805
1;BRFM_AM_04_806;1;6;;96;Exposição da fotógrafa Diane Arbus na Galeria Thomas Cohn.;Retrato sem retoques dos EUA, pela lente de Diane Arbus;NULL;1987-01-11;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;806
1;BRFM_AM_04_807;1;6;;96;Exposição de esculturas de Celeida Tostes na Galeria César aché.;Celeida Tostes, novos temas e técnicas na arte da cerâmica;NULL;1987-01-18;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;807
1;BRFM_AM_04_808;1;6;;96;"Coletiva ""Novos-Novos"" no Centro Empresarial Rio [de Janeiro] e Exposição ""A Trama do Gosto"" na Bienal de São Paulo. ";Novos-Novos, no Rio e a Trama do Gosto, em São Paulo;NULL;1987-01-25;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;808
1;BRFM_AM_04_809;1;6;;96;Roteiro artístico.;Jovens revivem o impressionismo de A Moreninha hoje em Paquetá;NULL;1987-02-01;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;809
1;BRFM_AM_04_810;1;6;;96;Roteiro artístico.;Carnaval, o tema da semana no circuito de Arte;NULL;1987-02-22;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;810
1;BRFM_AM_04_811;1;6;;96;Exposição de Fred Svandsen na Galeria Macunaíma, da Funarte.;Sem ligar às cinzas, Fred Svendsen abre exposição na quinta;NULL;1987-03-01;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;811
1;BRFM_AM_04_812;1;6;;96;Exposição no Museu Nacional de Belas Artes.;No MNBA, a arte da era de Weimar;NULL;1987-03-08;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;812
1;BRFM_AM_04_813;1;6;;96;Roteiro artístico.;Nada de bairrismos, pessoal;NULL;1987-03-15;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado;;;;;;9;5;813
1;BRFM_AM_04_814;1;6;;96;Abertura de galerias e roteiro artístico.;Mais nove galerias abrem as portas;NULL;1987-03-22;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;814
1;BRFM_AM_04_815;1;6;;96;Roteiro artístico.;A passarela é de Glauco;NULL;1987-03-29;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;815
1;BRFM_AM_04_816;1;6;;96;Roteiro artístico.;Rego Monteiro, os anos 20;NULL;1987-04-05;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;816
1;BRFM_AM_04_817;1;6;;96;Roteiro artístico.;Anna Letycia retoma o pincel;NULL;1987-04-12;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;817
1;BRFM_AM_04_818;1;6;;96;"Mostra ""Pintura fora do quadro"" da Galeria Espaço Capital, de Brasília e roteiro artístico.";Pintura fora de molduras;NULL;1987-04-19;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;818
1;BRFM_AM_04_819;1;6;;96;Exposição de gravuras e desenhos do artista plástico Felix Valloton no Museu Nacional de Belas Artes e roteiro artístico.;Semana gráfica mostra Valloton;NULL;1987-04-26;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;819
1;BRFM_AM_04_820;1;6;;96;Exposições de Roberto Magalhães na Petite Galerie e na Investiarte e roteiro artístico.;Comemorações nos 25 anos de Roberto Magalhães;NULL;1987-05-03;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;820
1;BRFM_AM_04_821;1;6;;96;Morte do artista plástico Andy Warhol e retomada da biografia do artista.;A estrela das artes morre do coração ;NULL;1987-02-23;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;821
1;BRFM_AM_04_822;1;6;;6;Relação entre carnaval e estilo artístico barroco.;Barroco na passarela;NULL;1987-03-01;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;822
1;BRFM_AM_04_823;1;6;;96;Carnaval e desfiles das escolas de samba.;Cultura sambista, entre a terra e o céu;NULL;1987-03-05;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;823
1;BRFM_AM_04_824;1;6;;96;Exposição de Antônio José de Barros Carvalho e Mello Mourão (Tunga) na Bienal.;A Arte metafísica de Tunga;NULL;1987-10-11;;;Aleandre Martins;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;9;5;824
1;BRFM_AM_04_825;1;6;;96;Exposição de Marcelo Nitsche na Galeria Artespaço, Leblon.;Nitsche e sua alegre arte séria, cosntruída a partir de pinceladas;NULL;-/-/1986;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado;;;;;;10;6;825
1;BRFM_AM_04_826;1;6;;96;Polêmica sobre a crítica de Frederico Morais ao Salão Nacional de Arte Moderna no Museu de Arte Moderna do Rio de Janeiro.;Dos equívocos de um Salão de Arte à sempre 'a la page' modéstia do pintor;NULL;1986-01-13;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;826
1;BRFM_AM_04_827;1;6;;96;Exposição do fotógrafo João Ricardo na Galeria MP2.;A volúpia a bordo do diário de João Ricardo;NULL;1986-01-15;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;827
1;BRFM_AM_04_828;1;6;;96;"Crítica de Frederico Morais à mostra ""Pintura e Poesia"" no Espaço BNDES.";Pintura/poesia: as relações perigosas;NULL;1986-01-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;828
1;BRFM_AM_04_829;1;6;;96;"Crítica de Frederico Morais à mostra ""Transvanguarda e culturas nacionais"" no Museu de Arte Moderna do Rio de Janeiro.";Nascimento da Transvanguarda: o Maneirismo;NULL;1986-01-27;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;829
1;BRFM_AM_04_830;1;6;;96;Retrospectiva da obra de Hélio Oiticica na Galeria São Paulo.;São Paulo festeja a marginalidade da obra de Oiticica;NULL;1986-02-07;;;Frederico Morais;1;1 página;Belém, PA;64;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;830
1;BRFM_AM_04_831;1;6;;96;"Exposição ""Iberê Camargo: trajetórias e encontros"" no Museu de Arte do Rio Grande do Sul.";Trajetórias, encontros e depoimentos de Iberê;NULL;1986-02-23;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;831
1;BRFM_AM_04_832;1;6;;96;Exposição da Galeria de Arte Banerj sobre artistas que se refugiaram no Brasil durante a Segunda Guerra Mundial.;Fugindo da guerra, no Rio: a arte e os anos 40;NULL;1986-02-26;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;832
1;BRFM_AM_04_833;1;6;;96;"Mostra ""Gráfica Mexicana do século 20"" no Museu de Arte Moderna.";Um século de arte mexicana em mostra do MAM;NULL;1986-03-03;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;833
1;BRFM_AM_04_834;1;6;;96;A presença do animal na produção artística;Temática animal: seria a volta à pré-história?;NULL;1986-03-26;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;834
1;BRFM_AM_04_835;1;6;;96;"Mostra ""JK e os anos 50"" na Galeria Investiarte";O otimismo da arte construtiva e a evocação da era de Juscelino;NULL;1986-04-04;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado;;;;;;10;6;835
1;BRFM_AM_04_836;1;6;;96;Roteiro artístico.;Escultura segue o rastro da pintura e renova;NULL;1986-04-07;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;836
1;BRFM_AM_04_837;1;6;;96;Exposição do artista plástico Kuitca na Bienal de São Paulo.;Nas telas do argentino Kuitca, obsessões e o ativismo;NULL;1986-04-16;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado;;;;;;10;6;837
1;BRFM_AM_04_838;1;6;;96;Exposição de Paulo Roberto Leal na Galeria Saramenha.;Organização e ritmo no Rio de Leal;NULL;1986-04-29;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;838
1;BRFM_AM_04_839;1;6;;96;Mostra de Thereza Miranda.;Thereza Miranda e suas gravuras: um tempo que recupera as cidades;NULL;1986-04-30;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado;;;;;;10;6;839
1;BRFM_AM_04_840;1;6;;96;Exposição de Antônio Manoel na Petite Galerie.;Antônio Manoel: tudo existe na sua pintura;NULL;1986-05-05;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;840
1;BRFM_AM_04_841;1;6;;96;"Lançamento do livro ""Manabu Mabe - vida e obra"" no Museu de Arte de São Paulo.";Aura e glória de Manabu Mabe ou culto à personalidade;NULL;1986-05-07;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;841
1;BRFM_AM_04_842;1;6;;96;Crítica sobre obra de Vicente Kutka.;Kutka, um andarilho mais do que geográfico;NULL;1986-05-12;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado;;;;;;10;6;842
1;BRFM_AM_04_843;1;6;;96;Exposição de João José da Costa na Galeria Saramenha.;Na volta de João José, renovação sem perda de coerência artística;NULL;1986-05-16;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;843
1;BRFM_AM_04_844;1;6;;96;Obras de latino-americanos.;Na H. Stern, retomada do diálogo continental;NULL;1986-05-19;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;844
1;BRFM_AM_04_845;1;6;;96;Sucesso da gravura no Brasil.;Anotações sobre gravura e os seus desertores;NULL;1986-06-02;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;845
1;BRFM_AM_04_846;1;6;;96;Instalação do artista plástico Fernando Lucchesi na galeria de Arte do Centro Cultural Cândido Mendes, Ipanema.;Chovem pontos coloridos: Lucchesi;NULL;1986-06-04;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado;;;;;;10;6;846
1;BRFM_AM_04_847;1;6;;96;Exposição do artista plástico Daniel Senise na Galeria Thomas Cohn.;Senise arranca cristais e ilumina o podium;NULL;1986-06-25;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;847
1;BRFM_AM_04_848;1;6;;96;Retrospectiva da obra do artista plástico Aldir Mendes de Souza no Museu Nacional de Belas Artes.;Do cafezal como tema à pintura pura, evolução de Aldir;NULL;1986-07-03;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;848
1;BRFM_AM_04_849;1;6;;96;Exposição de Adriano de Aquino na Galeria Saramenha e de Gerardo Vilaseca no Centro Empresarial Rio [de Janeiro].;A construção persistente em Adriano de Aquino e Vilaseca;NULL;1986-08-08;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;849
1;BRFM_AM_04_850;1;6;;96;Mostra de Takashi Fukushima na Galeria Realidade.;Fukushima e a paisagem possível do 'day after';NULL;1986-09-01;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;850
1;BRFM_AM_04_851;1;6;;96;Exposição do artista plástico Dionísio del Santo na Petite Galerie.;Dionísio del Santo na Petite: um talento criador enfim reconhecido;NULL;1986-09-12;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;851
1;BRFM_AM_04_852;1;6;;96;Exposição do artista plástico Waldemar Cordeiro no Museu de Arte Contemporânea da Universidade de São Paulo.;Cordeiro: a síntese da arte pop com a concreta;NULL;1986-09-14;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;852
1;BRFM_AM_04_853;1;6;;96;Exposição do artista plástico Igor Marques na galeria de Arte do Centro Cultural Cândido Mendes, Ipanema.;Igor Marques: entre o mineral e o animal;NULL;1986-09-18;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;853
1;BRFM_AM_04_854;1;6;;96;Exposições no Paraná.;As minúcias e burocracias do Paraná;NULL;1986-09-25;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;8;;1;1;Original;1;Impresso;1;21,00 x 32,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;10;6;854
