Coleção;codigo colecao;Identificação;Grupo;codigo grupo;Série;codigo serie;Subsérie;Espécie/Tipologia;Descrição;Título;Título atribuído;Data;Data / Periodo;;Autoria;Idioma;Quantidade;Local de produção;Veículo de publicação;Local de publicação;Tipo de publicação;Gênero ;Forma;Formato;Escritura;Suporte;Dimensão;Estado de Conservação;Observações;Documentos relacionados;Número da caixa;Nome da caixa;Número da pasta;Nome da pasta;NUMERO SERIE
1;1;BRFM_AM_13_073;1;1;20;20;;6;Texto do catálogo da exposição do artista Roberto Burle Marx realizada no Museu Nacional de Belas Artes.;;;;;;Frederico Morais;Português;1 página;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;3;20,5,00 x 21,00 cm;Manchado, Oxidado;Doc. 183;;6;6;;;73
1;1;BRFM_AM_13_074;1;1;20;20;;6;"Texto do catálogo da exposição ""4 Artistas Cubanos"" realizada na Realidade Galeria de Arte.";"Poética da Revolução: Quatro Artistas Cubanos"".";;;--/06/1987;;Frederico Morais;Português;5 páginas;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;3;22,5,00 x 27,00 cm;Manchado;Doc. 184;;6;6;;;74
1;1;BRFM_CT_12_001;;#N/D;26;26;;96;Mostra do Itaú Cultural sobre ambiente artístico brasileiro na década de 1970 com imagem de um domingo da criação realizado no MAM/RJ com coordenação do crítico de arte Frederico Morais.;As trajetórias de uma década;;;;;Paula Alzugaray;Português;1 página;;;;;Textual, iconográfico;Original;1;Impresso;3;23,5,00 x 30,00 cm;Bom;Doc. 48.01;;3;3;;;1
1;1;BRFM_CT_12_002;;#N/D;26;26;;96;Mostra do Itaú Cultural sobre ambiente artístico brasileiro na década de 1970 onde são citados os domingos da criação realizados no MAM/RJ com coordenação do crítico de arte Frederico Morais.;Os Gloriosos Setenta;;2001-10-10;;;Ana Paula Sousa;Português;5 páginas;;#N/D;;;Textual ;Original;1;Impresso;3;20,5,00 x 27,5,00 cm;Bom;Doc. 48.02;;3;3;;;2
1;1;BRFM_CT_12_003;26;26;26;26;;59;Domingos da Criação.;;;;;;;;2 páginas;;;;;Iconográfico;Original;1;;9;18,00 x 12,5,00 cm;Bom;Doc. 48.03;;3;3;;;3
1;1;BRFM_CT_12_004;26;26;26;26;;57;"Mostra ""Anos 70: Trajetórias - Domingos da Criação"", realizada no Itaú Cultural.";;;;;;Frederico Morais;Português;1 página;;;;;Textual ;Original;1;Impresso;3;15,00 x 25,5,00 cm;Bom;Doc. 48.04;;3;3;;;4
1;1;BRFM_CT_12_005;26;26;26;26;;96;Mostra do Itaú Cultural sobre ambiente artístico brasileiro na década de 1970 onde são citados os domingos da criação realizados no MAM/RJ com coordenação do crítico de arte Frederico Morais.;Desbunde vira história em projeto sobre os anos 70;;2001-10-08;;;Rodrigo Moura;Português;1 página;São Paulo, SP;31;;3;Textual ;Original;1;Impresso;1;21,00 x 46,00 cm;Manchado, Dobrado;Doc. 48.05;;3;3;;;5
1;1;BRFM_CT_12_006;26;26;26;26;;59;Domingos da Criação.;;;;;;;;1 página;;;;;Iconográfico;Original;1;;9;24,5,00 x 18,00 cm;Manchado;Doc. 49.01;;3;3;;;6
1;1;BRFM_CT_12_007;26;26;26;26;;45;Domingos da Criação.;;;;;;;;36;;;;;Iconográfico;Original;;;9;5,00 x 5,00 cm;Bom;Doc. 49.02;;3;3;;;7
1;1;BRFM_CT_12_008;26;26;26;26;;6;Arte contemporânea brasilerira. São citados os domingos da criação e há imagem do evento.;Brazilian Contemporary Art;;;-/04/1976;;"Marc Berkowitz; Roberto Pontual";Inglês;12 páginas;;112;Volume 11, Nº 1, p.44-55;;Textual, iconográfico;"Original; cópia";1;Impresso;3;"21,00 x 27,00 cm; 21,00 x 29,5,00 cm";Oxidado, Manchado;Doc. 50.01;;3;3;;;8
1;1;BRFM_CT_12_009;26;26;26;26;;6;Arte contemporânea brasilerira. São citados os domingos da criação e há imagem do evento.;Brazil ;;;-/05/1973;;Sheldon Willians;Inglês;2 páginas;;112;Volume 8, Nº2, p.50-51;;Textual, iconográfico;"Original; cópia";1;Impresso;3;"21,00 x 27,00 cm; 21,00 x 29,5,00 cm";Oxidado, Manchado;Doc. 50.02;;3;3;;;9
1;1;BRFM_CT_12_010;26;26;26;26;;6;"Arte contemporânea brasilerira. É citado o ""Domingo da Criatividade"" realizado no MAM/RJ.";Carta do Rio de Janeiro;;;-/06/1971;;Mário Barata;Português;4 páginas;Portugal;118;;;Textual;Cópia;1;Impresso;3;21,5,00 x 30,00 cm;Manchado;Doc. 50.03;;3;3;;;10
1;1;BRFM_CT_12_011;26;26;26;26;;96;Livro sobre história da arte onde são citados os domingos da criação. Em anexo texto sobre a execução de projeto no Museu Nacional de Belas Artes de Buenos Aires inspirado nos domingos da criação do MAM/RJ.;História da arte em 670 mil verbetes;;1996-11-16;;;Geneton Moraes Neto;Português;2 páginas;Rio de Janeiro, RJ;25;;3;Textual;"Original; cópia";1;Impresso;#N/D;"35,00 x 34,00 cm; 21,00 x 29,5,00 cm";Papel Acidificado/Amarelado, Oxidado, Dobrado;Doc. 50.04;;3;3;;;11
1;1;BRFM_CT_12_012;26;26;26;26;;96;Perfil dos visitantes do Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.;O público do MAM;;1973-03-11;;;Odacy da Costa;Português;1 página;Rio de Janeiro, RJ ;#N/D;;;Textual;Cópia;1;Impresso;3;11,5,00 x 55,00 cm;Oxidado, Manchado;Doc. 51.01;;3;3;;;12
1;1;BRFM_CT_12_013;26;26;26;26;;96;Crítica à administração do Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.;A Burocratização da Arte;;1971-05-05;;;Walmir Ayala;Português;1 página;;;;;Textual;Original;1;Impresso;1;22,00 x 31,00 cm;Papel Acidificado/Amarelado, Oxidado, Dobrado;Doc. 51.02;;3;3;;;13
1;1;BRFM_CT_12_014;26;26;26;26;;96;"Frederico Morais, ""Nova Crítica"" e eventos realizados no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Gente muito especial;;1971-03-21;;;Tânia Góes;Português;1 página;;;;;Textual;Original;1;Impresso;1;37,5,00 x 12,00 cm;Papel Acidificado/Amarelado, Oxidado, Dobrado;Doc. 51.03;;3;3;;;14
1;1;BRFM_CT_12_015;26;26;26;26;;96;"""Domingo do Papel"", evento que fez parte da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Arte livre para milhares;;2000-12-16;;;;Português;1 página;;;;;Textual;Cópia;1;Impresso;3;13,5,00 x 24,00 cm;Bom;Doc. 51.04;;3;3;;;15
1;1;BRFM_CT_12_016;26;26;26;26;;96;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Frederico Morais e os dias da criação;;1971-10-03;;;Celma Alvim;Português;1 página;Belo Horizonte, MG;2;;;Textual;Original;1;Impresso;1;38,00 x 60,00 cm;Papel Acidificado/Amarelado, Oxidado, Dobrado, rasgado;Doc. 51.05;;3;3;;;16
1;1;BRFM_CT_12_017;26;26;26;26;;96;"Impressão do professor Tom Hudson sobre ""Um Domingo de Papel"" e ""Domingo terra-a-terra"", eventos realizados no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Criatividade e Bienal;;1905-05-25;;;Frederico Morais;Português;2 páginas;;;;;Textual;Cópia;1;Impresso;3;29,5,00 x 21,00 cm;Manchado, Oxidado;Doc. 51.06;;3;3;;;17
1;1;BRFM_CT_12_018;26;26;26;26;;96;Cursos do professor Tom Hudson na Escolinha de Arte do Brasil.;Criatividade ou conformismo na educação;;1971-07-24;;;Maria Helena Novaes;Português;1 página;Rio de Janeiro, RJ;28;;;Textual;Original;1;Impresso;1;16,5,00 x 57,00 cm;Papel Acidificado/Amarelado, Oxidado, Dobrado;Doc. 51.07;;3;3;;;18
1;1;BRFM_CT_12_019;26;26;26;26;;96;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";MAM: A arte de manter vivo um museu;;1971-03-11;;;;Português;1 página;;4;;;Textual;Original;1;Impresso;1;13,00 x 28,00 cm;Papel Acidificado/Amarelado, Oxidado;Doc. 51.08;;3;3;;;19
1;1;BRFM_CT_12_020;26;26;26;26;;96;"Cursos de criavidade no MAM/RJ e eventos ""Domingo de Papel"" e ""Domingo por um Fio"".";Arte sem bloqueio em curso de férias;;1971-01-11;;;;Português;1 página;Rio de Janeiro, RJ;43;;3;Textual;Original;1;Impresso;1;38,00 x 40,5,00 cm;Papel Acidificado/Amarelado, Oxidado, Dobrado;Doc. 51.09;;3;3;;;20
1;1;BRFM_CT_12_021;26;26;26;26;;96;"Debate sobre arte e criatividade e série de eventos ""Domingos da Criação"" no MAM/RJ.";MAM mostra que criar não é privilégio de ninguém;;1971-04-05;;;;Português;1 página;Rio de Janeiro, RJ;9;;;Textual;Original;1;Impresso;1;13,5,00 x 21,5,00 cm;Papel Acidificado/Amarelado, Oxidado;Doc. 51.10;;3;3;;;21
1;1;BRFM_CT_12_022;26;26;26;26;;96;O objeto na arte.;Museu: objeto e atividade;;1971-04-01;;;Frederico Morais;Português;1 página;;;;;Textual;Cópia;1;Impresso;3;29,5,00 x 21,00 cm;Manchado;Doc. 51.11;;3;3;;;22
1;1;BRFM_CT_12_023;26;26;26;26;;96;O indivíduo e a arte.;A arte começa em cada um;;1972-06-10;;;Leonardo Froes;Português;1 página;Rio de Janeiro, RJ;43;;3;Textual;Original;1;Impresso;1;37,5,00 x 56,00 cm;Papel Acidificado/Amarelado, Oxidado, Dobrado, rasgado;Doc. 51.12;;3;3;;;23
1;1;BRFM_CT_12_024;26;26;26;26;;96;Happening ocorrido durante o III Encontro de Arte Moderna onde o crítico Frederico Morais comentou as obras.;"""O Happening"" do ano";;;"01/01/1972;02/01/1972";;Adalice Araujo;Português;1 página;Curitiba, PR;;;;Textual;Original;1;Impresso;1;21,5,00 x 61,00 cm;Papel Acidificado/Amarelado, Oxidado, Dobrado, rasgado;Doc. 51.13;;3;3;;;24
1;1;BRFM_CT_12_025;26;26;26;26;;96;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. No anexo lauda original.";Paiê, me leva no museu. Ah me leva paiê, me leva.;;1971-05-08;;;Márcio Sampaio;Português;5 páginas;Belo Horizonte, MG;89;;2;Textual;Original;1;Impresso;1;"29,00 x 39,00 cm; 21,5,00 x 31,5,00 cm ";Papel Acidificado/Amarelado, Oxidado, Dobrado, rasgado;Doc. 51.14;;3;3;;;25
1;1;BRFM_CT_12_026;26;26;26;26;;96;"Livro da Globo sobre lazar carioca que cita programa ""Domingos da Criação"" do Museu de Arte Moderna do Rio de Janeiro MAM/RJ.";Qual era a boa;;2012-09-22;;;Joaquim Ferreira dos Santos;Português;1 página;Rio de Janeiro, RJ;25;;3;Textual;Original;1;Impresso;1;31,5,00 x 27,5,00 cm;Papel Acidificado/Amarelado, Oxidado, Dobrado;Doc. 51.15;;3;3;;;26
1;1;BRFM_CT_12_027;26;26;26;26;;96;O lazer do jovem carioca. Cita pesquisa do Museu de Arte Moderna do Rio de Janeiro MAM/RJ que analisou o perfil de seus frequentadores.;O Jovem do Rio no lazer imposto, a morte da criatividades;;1975-08-29;;;Lena Frias;Português;1 página;Rio de Janeiro, RJ;43;;3;Textual;Original;1;Impresso;1;38,5,00 x 58,00 cm;Papel Acidificado/Amarelado, Oxidado, Dobrado;Doc. 51.16;;3;3;;;27
1;1;BRFM_CT_12_028;26;26;26;26;;96;"Exposição de Lygia Clark. Cita programa ""Domingos da Criação"" do Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";O aprendizado do ver;;1971-10-19;;;Walmir Ayala;Português;1 página;;;;;Textual;Original;1;Impresso;1;24,00 x 19,00 cm;Papel Acidificado/Amarelado, Oxidado;Doc. 51.17;;3;3;;;28
1;1;BRFM_CT_12_029;26;26;26;26;;96;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";O jôgo da criação;;;;;;Português;1 página;;;;;Textual;Original;1;Impresso;3;12,5,00 x 14,00 cm;Manchado;Doc. 51.18;;3;3;;;29
1;1;BRFM_CT_12_030;26;26;26;26;;96;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";Você é o artista no Domingo da Criação;;;;;;Português;1 página;;;;;Textual;Original;1;Impresso;3;21,00 x 26,5,00 cm;Manchado;Doc. 51.19;;3;3;;;30
1;1;BRFM_CT_12_031;26;26;26;26;;6;Arte de vanguar no Brasil da década de 1960 a de 1980.;Artes Plásticas;;;;;Frederico Morais;Português;2 páginas;Rio de Janeiro, RJ;67;P.4-5.;;Textual;Original;1;Impresso;1;29,00 x 35,5,00 cm;Papel Acidificado/Amarelado, Oxidado, Dobrado;Doc. 51.20;;3;3;;;31
1;1;BRFM_CT_12_032;26;26;26;26;;96;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";Quando a vida inventa a arte;;;24/-7/1971;;Roberto Pontual;Português;1 página;Rio de Janeiro, RJ;43;;;Textual;Original;1;Impresso;1;38,00 x 57,5,00 cm;Papel Acidificado/Amarelado, Oxidado, Dobrado, rasgado;Doc. 51.21;;3;3;;;32
1;1;BRFM_CT_12_033;26;26;26;26;;63;Lista de nomes e biografia de artistas vanguardistas brasileiros.;Cinco anos da vanguarda brasileira;;1972-10-14;;;Roberto Pontual;Português;12 páginas;Belo Horizonte, MG;89;;;Textual;Original;1;Impresso;1;30,00 x 44,00 cm;Papel Acidificado/Amarelado, Oxidado, Dobrado;Doc. 51.22;;3;3;;;33
1;1;BRFM_CT_12_034;26;26;26;26;;96;"""Noite da Vigília"" no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Venham todos ao MAM: é a noite do silêncio;;1971-09-02;;;;Português;1 página;Rio de Janeiro, RJ;4;;;Textual;Original;1;Impresso;1;12,5,00 x 20,00 cm;Papel Acidificado/Amarelado, Oxidado;Doc. 52.01;;3;3;;;34
1;1;BRFM_CT_12_035;26;26;26;26;;96;"Evento realizado pela PUC com realização paralela do ""Dia da Criação do Papel"", nos moldes do ""Domingos da Criação"" do Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Puc recebe até sexta-feira trabalhos para mostra de seu trigésimo aniversário;;1971-05-10;;;;Português;1 página;Rio de Janeiro, RJ;#N/D;;;Textual;Original;1;Impresso;1;9,00 x 20,5,00 cm;Papel Acidificado/Amarelado;Doc. 52.02;;3;3;;;35
1;1;BRFM_CT_12_036;26;26;26;26;;58;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";;;1973-09-19;;;;Português;3 páginas;;;;;Textual;Original;1;Impresso;1;"14,5,00 x 16,5,00 cm; 9,5,00 x 32,5,00 cm";Papel Acidificado/Amarelado, Dobrado;Doc. 52.03;;3;3;;;36
1;1;BRFM_CT_12_037;26;26;26;26;;58;"Arte com palitos de fósforo em evento da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";;;1971-12-20;;;;Português;4 páginas;;;;;Textual;Original;1;Impresso;1;"4,5,00 x 26,5,00 cm; 14,00 x 14,5,00 cm";Papel Acidificado/Amarelado;Doc. 52.04;;3;3;;;37
1;1;BRFM_CT_12_038;26;26;26;26;;96;"Festival do Vento realizado no Pavilhão Japonês do Parque do Flamento, inspirado em na série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";Vento, companheiro das crianças;;;;;;Português;1 página;;;;;Textual;Original;1;Impresso;1;13,5,00 x 24,00 cm;Papel Acidificado/Amarelado;Doc. 52.05;;3;3;;;38
1;1;BRFM_CT_12_039;26;26;26;26;;96;"Arte e criatividade. Cita a série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";Estudantes tentam criar uma nova paisagem urbana;;1971-07-05;;;;Português;1 página;Rio de Janeiro, RJ;9;;;Textual;Original;1;Impresso;1;24,00 x 44,00 cm;Papel Acidificado/Amarelado, Manchado, Dobrado;Doc. 52.06;;3;3;;;39
1;1;BRFM_CT_12_040;26;26;26;26;;96;"Arte e criatividade e experiência da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";"Conferência do crítico Frederico de Morais sôbre ""Arte Criatividade"", na noite de hoje na Associação Brasileira dos Criadores de Zebu";;1971-04-17;;;;Português;1 página;;;;;Textual;Original;1;Impresso;1;12,00 x 18,00 cm;Papel Acidificado/Amarelado;Doc. 52.07;;3;3;;;40
1;1;BRFM_CT_12_041;26;26;26;26;;58;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";;;;;;;Português;5 páginas;;;;;Textual;Original;1;Impresso;1;21,5,00 x 31,00 cm;Papel Acidificado/Amarelado, Dobrado, rasgado;Doc. 52.08;;3;3;;;41
1;1;BRFM_CT_12_042;26;26;26;26;;96;"Casamento-performance do artista plástico Ernesto Neto com a designer gráfica Lili Kemper que lembra a série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. Em anexo calendário cultural da UFMS.";MAM como catedral;;2000-12-16;;;Gilberto de Abreu;Português;1 página;Rio de Janeiro, RJ;43;;3;Textual;Original;1;Impresso;1;"32,00 x 56,00 cm; 31,00 x 21,5,00 cm";Papel Acidificado/Amarelado, Manchado, Dobrado;Doc. 52.09;;3;3;;;42
1;1;BRFM_CT_12_043;26;26;26;26;;128;Verbetes dos Encontros de Arte Moderna do Paraná que ocorreram de 1970 a 1974.;Dicionário de Artes plásticas no Paraná.;;;;;Adalice Maria de Araujo;Português;3 páginas;;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 52.10;;3;3;;;43
1;1;BRFM_CT_12_044;26;26;26;26;;95;Impressões de trabalhadores sobre obra relacionada ao III Encontro de Arte Moderna de Curitiba.;;;1971-11-01;;;"Douglas Saboia da Cunha; Fernando A. F. Bini";Português;2 páginas;Curitiba, PR;;;;Textual;Cópia;1;Datilografado;3;21,5,00 x 32,5,00 cm;Papel Acidificado/Amarelado, Manchado, rasgado;Doc. 52.11;;3;3;;;44
1;1;BRFM_CT_12_045;26;26;26;26;;59;Obra relacionada ao III Encontro de Arte Moderna de Curitiba.;;;;;;;;4 páginas;Curitiba, PR;;;;Iconográfico;Original;1;;9;26,00 x 22,5,00 cm;Manchado;Doc. 52.12;;3;3;;;45
1;1;BRFM_CT_12_046;26;26;26;26;;14;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";;;;"20/05/1971; 31/01/2007";;"Paulo Fogaça; Fernando Bini; Giselle Ruiz";Português;3 páginas;;;;;Textual;Cópia;1;"Datilografado; Manuscrito";3;"20,5,00 x 27,5,00 cm; 21,5,00 x 32,00 cm";Papel Acidificado/Amarelado, Oxidado, Manchado;Doc. 53;;3;3;;;46
1;1;BRFM_CT_12_047;26;26;26;26;88;127;"Evento integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";Um Domingo de Papel;;;;;Frederico Morais;Português;1 página;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 54.01;;3;3;;;47
1;1;BRFM_CT_12_048;26;26;26;26;88;36;"Chamada de texto sobre evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";;;1971-01-25;;;;Português;1 página;Rio de Janeiro, RJ;9;;;Textual;Original;1;Impresso;1;38,00 x 29,00 cm;Papel Acidificado/Amarelado, Manchado, rasgado;Doc. 54.02;;3;3;;;48
1;1;BRFM_CT_12_049;26;26;26;26;88;96;"Evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";MAM faz obra coletiva no seu domingo de papel;;1971-01-25;;;;Português;2 páginas;;;;;Textual;Original;1;Impresso;1;13,5,00 x 28,5,00 cm;Papel Acidificado/Amarelado, Manchado;Doc. 54.03;;3;3;;;49
1;1;BRFM_CT_12_050;26;26;26;26;88;36;"Chamada de texto sobre evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";Domingo de Papel;;1971-01-25;;;;Português;1 página;Rio de Janeiro, RJ;9;;;Textual;Original;1;Impresso;1;19,5,00 x 25,00 cm;Papel Acidificado/Amarelado, Manchado;Doc. 54.04;;3;3;;;50
1;1;BRFM_CT_12_051;26;26;26;26;88;96;"Evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Com papel, do jeito que a gente quer;;1971-01-31;;;Teresa Barros;Português;1 página;;;;;Textual;Original;1;Impresso;1;38,00 x 39,5,00 cm;Papel Acidificado/Amarelado, Manchado, rasgado;Doc. 54.05;;3;3;;;51
1;1;BRFM_CT_12_052;26;26;26;26;88;96;"Evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";E do papel se fêz um mundo;;1971-01-26;;;Ronald Theoblad;Português;1 página;Rio de Janeiro, RJ;43;;3;Textual;Original;1;Impresso;1;38,5,00 x 58,00 cm;Papel Acidificado/Amarelado, Manchado;Doc. 54.06;;3;3;;;52
1;1;BRFM_CT_12_053;26;26;26;26;88;59;"Evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";;;;;;;;1 página;;;;;Iconográfico;Original;1;;9;17,5,00 x 10,5,00 cm;Manchado;Doc. 54.07;;3;3;;;53
1;1;BRFM_CT_12_054;26;26;26;26;88;96;"Evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Um domingo de papel;;1971-01-23;;;Frederico Morais;Português;1 página;Rio de Janeiro;6;;1;Textual;Original;1;Impresso;1;23,00 x 14,5,00 cm;Papel Acidificado/Amarelado, Manchado;Doc. 54.08;;3;3;;;54
1;1;BRFM_CT_12_055;26;26;26;26;88;96;"Evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Papel: O gesto e a ordem;;1905-05-24;;;Frederico Morais;Português;1 página;;;;;Textual;Original;1;Impresso;1;22,00 x 12,5,00 cm;Papel Acidificado/Amarelado, Manchado;Doc. 54.09;;3;3;;;55
1;1;BRFM_CT_12_056;26;26;26;26;88;96;"Evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Papel e Criatividade;;1971-01-26;;;Frederico Morais;Português;1 página;Rio de Janeiro;6;;1;Textual;Original;1;Impresso;1;22,00 x 8,00 cm;Papel Acidificado/Amarelado, Manchado;Doc. 54.10;;3;3;;;56
1;1;BRFM_CT_12_057;26;26;26;26;88;96;"Evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Papel: ninho e teatro;;1971-01-27;;;Frederico Morais;Português;1 página;;;;;Textual;Original;1;Impresso;1;22,00 x 13,5,00 cm;Papel Acidificado/Amarelado, Manchado, rasgado;Doc. 54.11;;3;3;;;57
1;1;BRFM_CT_12_058;26;26;26;26;88;96;"Roteiro artístico citando evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";"Coleção na ""Chácara do Céu""";;1971-02-10;;;José Roberto Teixeira Leite;Português;1 página;Rio de Janeiro, RJ;8;;1;Textual;Original;1;Impresso;1;15,00 x 17,00 cm;Papel Acidificado/Amarelado, Manchado;Doc. 54.12;;3;3;;;58
1;1;BRFM_CT_12_059;26;26;26;26;88;96;"Evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";O Papel de Livre Criação;;1971-01-24;;;;Português;1 página;Rio de Janeiro, RJ;43;;3;Textual;Original;1;Impresso;1;38,00 x 36,5,00 cm;Papel Acidificado/Amarelado, Manchado, Dobrado, rasgado;Doc. 54.13;;3;3;;;59
1;1;BRFM_CT_12_060;26;26;26;26;88;96;"Evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";O Salão de Verão;;1971-01-29;;;Walmir Ayala;Português;1 página;;;;;Textual;Original;1;Impresso;1;29,5,00 x 17,00 cm;Papel Acidificado/Amarelado, Manchado;Doc. 54.15;;3;3;;;60
1;1;BRFM_CT_12_061;26;26;26;26;88;96;"Evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Papel, matéria-prima para a livre criação;;1971-03-21;;;;Português;1 página;;;;;Textual;Original;1;Impresso;1;31,5,00 x 29,5,00 cm;Papel Acidificado/Amarelado, Manchado, Dobrado, rasgado;Doc. 54.16;;3;3;;;61
1;1;BRFM_CT_12_062;26;26;26;26;88;96;"Eventos ""O Domingo por um Fio"" e ""Um Domingo de Papel"", integrantes da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";O domingo por um fio;;1971-03-09;;;Frederico Morais;Português;1 página;;;;;Textual;Original;1;Impresso;1;23,00 x 21,5,00 cm;Papel Acidificado/Amarelado, Manchado, Dobrado;Doc. 54.17;;3;3;;;62
1;1;BRFM_CT_12_063;26;26;26;26;88;96;"Evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";;;;"21/01/1971;27/01/1971";;Frederico Morais;Português;3 páginas;Rio de Janeiro, RJ;6;;1;Textual;Cópia;1;Impresso;3;29,5,00 x 21,00 cm;Papel Acidificado/Amarelado, Manchado, Oxidado;Doc. 54.18;;3;3;;;63
1;1;BRFM_CT_12_064;26;26;26;26;88;126;"Textos sobre ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";"E do papel se fêz um mundo; Com papel, do jeito que a gente quer";;;"26/01/1971; 02/02/1972";;Teresa Barros;Português;6 páginas;Rio de Janeiro, RJ;;;;Textual;Original;1;Datilografado;2;21,5,00 x 32,5,00 cm;Papel Acidificado/Amarelado, Manchado, Oxidado, rasgado;Doc. 54.19;;3;3;;;64
1;1;BRFM_CT_12_065;26;26;26;26;89;127;"Evento integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";O Tecido do Domingo;;;;;Frederico Morais;Português;1 página;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 55.01;;3;3;;;65
1;1;BRFM_CT_12_066;26;26;26;26;89;96;"Evento ""O Tecido do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";O Repórter da Criação;;1905-05-24;;;Frederico Morais;Português;2 páginas;;;;;Textual;"Original; cópia";1;Impresso;1;"16,5,00 x 23,00 cm; 29,5,00 x 21,00 cm";Papel Acidificado/Amarelado, Manchado;Doc. 55.02;;3;3;;;66
